testId,_inp_StaffType,_inp_WorkHour,_inp_Quality,_inp_Age,_out_Salary,_out_ExReward,
5903,1,156,81,27,1683,false,
5904,1,156,81,28,1683,false,
5905,1,156,81,29,1683,false,
5906,1,156,81,30,1683,false,
5907,1,156,81,31,1683,false,
5908,1,156,81,32,1683,false,
5909,1,156,81,33,1683,false,
5910,1,156,81,34,1683,false,
5911,1,156,81,35,1683,false,
5912,1,156,81,36,1683,false,
5913,1,156,81,37,1683,false,
5914,1,156,81,38,1683,false,
5915,1,156,81,39,1683,false,
5916,1,156,81,40,1683,false,
5917,1,156,81,41,1683,false,
5918,1,156,81,42,1683,false,
5919,1,156,81,43,1683,false,
5920,1,156,81,44,1683,false,
5921,1,156,81,45,1683,false,
5922,1,156,81,46,1683,false,
5923,1,156,81,47,1683,false,
5924,1,156,81,48,1683,false,
5925,1,156,81,49,1683,false,
5926,1,156,81,50,1683,false,
5927,1,156,81,51,1683,false,
5928,1,156,81,52,1683,false,
5929,1,156,81,53,1683,false,
5930,1,156,81,54,1683,false,
5931,1,156,81,55,1683,false,
5932,1,156,81,56,1683,false,
5933,1,156,81,57,1683,false,
5934,1,156,81,58,1683,false,
5935,1,156,81,59,1683,true,
5936,1,156,81,60,1683,true,
5937,1,156,81,61,1683,true,
5938,1,156,81,62,1683,true,
5939,1,156,81,63,1683,true,
5940,1,156,81,64,1683,true,
5941,1,156,82,20,1683,false,
5942,1,156,82,21,1683,false,
5943,1,156,82,22,1683,false,
5944,1,156,82,23,1683,false,
5945,1,156,82,24,1683,false,
5946,1,156,82,25,1683,false,
5947,1,156,82,26,1683,false,
5948,1,156,82,27,1683,false,
5949,1,156,82,28,1683,false,
5950,1,156,82,29,1683,false,
5951,1,156,82,30,1683,false,
5952,1,156,82,31,1683,false,
5953,1,156,82,32,1683,false,
5954,1,156,82,33,1683,false,
5955,1,156,82,34,1683,false,
5956,1,156,82,35,1683,false,
5957,1,156,82,36,1683,false,
5958,1,156,82,37,1683,false,
5959,1,156,82,38,1683,false,
5960,1,156,82,39,1683,false,
5961,1,156,82,40,1683,false,
5962,1,156,82,41,1683,false,
5963,1,156,82,42,1683,false,
5964,1,156,82,43,1683,false,
5965,1,156,82,44,1683,false,
5966,1,156,82,45,1683,false,
5967,1,156,82,46,1683,false,
5968,1,156,82,47,1683,false,
5969,1,156,82,48,1683,false,
5970,1,156,82,49,1683,false,
5971,1,156,82,50,1683,false,
5972,1,156,82,51,1683,false,
5973,1,156,82,52,1683,false,
5974,1,156,82,53,1683,false,
5975,1,156,82,54,1683,false,
5976,1,156,82,55,1683,false,
5977,1,156,82,56,1683,false,
5978,1,156,82,57,1683,false,
5979,1,156,82,58,1683,false,
5980,1,156,82,59,1683,true,
5981,1,156,82,60,1683,true,
5982,1,156,82,61,1683,true,
5983,1,156,82,62,1683,true,
5984,1,156,82,63,1683,true,
5985,1,156,82,64,1683,true,
5986,1,156,83,20,1683,false,
5987,1,156,83,21,1683,false,
5988,1,156,83,22,1683,false,
5989,1,156,83,23,1683,false,
5990,1,156,83,24,1683,false,
5991,1,156,83,25,1683,false,
5992,1,156,83,26,1683,false,
5993,1,156,83,27,1683,false,
5994,1,156,83,28,1683,false,
5995,1,156,83,29,1683,false,
5996,1,156,83,30,1683,false,
5997,1,156,83,31,1683,false,
5998,1,156,83,32,1683,false,
5999,1,156,83,33,1683,false,
6000,1,156,83,34,1683,false,
6001,1,156,83,35,1683,false,
6002,1,156,83,36,1683,false,
6003,1,156,83,37,1683,false,
6004,1,156,83,38,1683,false,
6005,1,156,83,39,1683,false,
6006,1,156,83,40,1683,false,
6007,1,156,83,41,1683,false,
6008,1,156,83,42,1683,false,
6009,1,156,83,43,1683,false,
6010,1,156,83,44,1683,false,
6011,1,156,83,45,1683,false,
6012,1,156,83,46,1683,false,
6013,1,156,83,47,1683,false,
6014,1,156,83,48,1683,false,
6015,1,156,83,49,1683,false,
6016,1,156,83,50,1683,false,
6017,1,156,83,51,1683,false,
6018,1,156,83,52,1683,false,
6019,1,156,83,53,1683,false,
6020,1,156,83,54,1683,false,
6021,1,156,83,55,1683,false,
6022,1,156,83,56,1683,false,
6023,1,156,83,57,1683,false,
6024,1,156,83,58,1683,false,
6025,1,156,83,59,1683,true,
6026,1,156,83,60,1683,true,
6027,1,156,83,61,1683,true,
6028,1,156,83,62,1683,true,
6029,1,156,83,63,1683,true,
6030,1,156,83,64,1683,true,
6031,1,156,84,20,1683,false,
6032,1,156,84,21,1683,false,
6033,1,156,84,22,1683,false,
6034,1,156,84,23,1683,false,
6035,1,156,84,24,1683,false,
6036,1,156,84,25,1683,false,
6037,1,156,84,26,1683,false,
6038,1,156,84,27,1683,false,
6039,1,156,84,28,1683,false,
6040,1,156,84,29,1683,false,
6041,1,156,84,30,1683,false,
6042,1,156,84,31,1683,false,
6043,1,156,84,32,1683,false,
6044,1,156,84,33,1683,false,
6045,1,156,84,34,1683,false,
6046,1,156,84,35,1683,false,
6047,1,156,84,36,1683,false,
6048,1,156,84,37,1683,false,
6049,1,156,84,38,1683,false,
6050,1,156,84,39,1683,false,
6051,1,156,84,40,1683,false,
6052,1,156,84,41,1683,false,
6053,1,156,84,42,1683,false,
6054,1,156,84,43,1683,false,
6055,1,156,84,44,1683,false,
6056,1,156,84,45,1683,false,
6057,1,156,84,46,1683,false,
6058,1,156,84,47,1683,false,
6059,1,156,84,48,1683,false,
6060,1,156,84,49,1683,false,
6061,1,156,84,50,1683,false,
6062,1,156,84,51,1683,false,
6063,1,156,84,52,1683,false,
6064,1,156,84,53,1683,false,
6065,1,156,84,54,1683,false,
6066,1,156,84,55,1683,false,
6067,1,156,84,56,1683,false,
6068,1,156,84,57,1683,false,
6069,1,156,84,58,1683,false,
6070,1,156,84,59,1683,true,
6071,1,156,84,60,1683,true,
6072,1,156,84,61,1683,true,
6073,1,156,84,62,1683,true,
6074,1,156,84,63,1683,true,
6075,1,156,84,64,1683,true,
6076,1,156,85,20,1683,false,
6077,1,156,85,21,1683,false,
6078,1,156,85,22,1683,false,
6079,1,156,85,23,1683,false,
6080,1,156,85,24,1683,false,
6081,1,156,85,25,1683,false,
6082,1,156,85,26,1683,false,
6083,1,156,85,27,1683,false,
6084,1,156,85,28,1683,false,
6085,1,156,85,29,1683,false,
6086,1,156,85,30,1683,false,
6087,1,156,85,31,1683,false,
6088,1,156,85,32,1683,false,
6089,1,156,85,33,1683,false,
6090,1,156,85,34,1683,false,
6091,1,156,85,35,1683,false,
6092,1,156,85,36,1683,false,
6093,1,156,85,37,1683,false,
6094,1,156,85,38,1683,false,
6095,1,156,85,39,1683,false,
6096,1,156,85,40,1683,false,
6097,1,156,85,41,1683,false,
6098,1,156,85,42,1683,false,
6099,1,156,85,43,1683,false,
6100,1,156,85,44,1683,false,
6101,1,156,85,45,1683,false,
6102,1,156,85,46,1683,false,
6103,1,156,85,47,1683,false,
6104,1,156,85,48,1683,false,
6105,1,156,85,49,1683,false,
6106,1,156,85,50,1683,false,
6107,1,156,85,51,1683,false,
6108,1,156,85,52,1683,false,
6109,1,156,85,53,1683,false,
6110,1,156,85,54,1683,false,
6111,1,156,85,55,1683,false,
6112,1,156,85,56,1683,false,
6113,1,156,85,57,1683,false,
6114,1,156,85,58,1683,false,
6115,1,156,85,59,1683,true,
6116,1,156,85,60,1683,true,
6117,1,156,85,61,1683,true,
6118,1,156,85,62,1683,true,
6119,1,156,85,63,1683,true,
6120,1,156,85,64,1683,true,
6121,1,156,86,20,1683,false,
6122,1,156,86,21,1683,false,
6123,1,156,86,22,1683,false,
6124,1,156,86,23,1683,false,
6125,1,156,86,24,1683,false,
6126,1,156,86,25,1683,false,
6127,1,156,86,26,1683,false,
6128,1,156,86,27,1683,false,
6129,1,156,86,28,1683,false,
6130,1,156,86,29,1683,false,
6131,1,156,86,30,1683,false,
6132,1,156,86,31,1683,false,
6133,1,156,86,32,1683,false,
6134,1,156,86,33,1683,false,
6135,1,156,86,34,1683,false,
6136,1,156,86,35,1683,false,
6137,1,156,86,36,1683,false,
6138,1,156,86,37,1683,false,
6139,1,156,86,38,1683,false,
6140,1,156,86,39,1683,false,
6141,1,156,86,40,1683,false,
6142,1,156,86,41,1683,false,
6143,1,156,86,42,1683,false,
6144,1,156,86,43,1683,false,
6145,1,156,86,44,1683,false,
6146,1,156,86,45,1683,false,
6147,1,156,86,46,1683,false,
6148,1,156,86,47,1683,false,
6149,1,156,86,48,1683,false,
6150,1,156,86,49,1683,false,
6151,1,156,86,50,1683,false,
6152,1,156,86,51,1683,false,
6153,1,156,86,52,1683,false,
6154,1,156,86,53,1683,false,
6155,1,156,86,54,1683,false,
6156,1,156,86,55,1683,false,
6157,1,156,86,56,1683,false,
6158,1,156,86,57,1683,false,
6159,1,156,86,58,1683,false,
6160,1,156,86,59,1683,true,
6161,1,156,86,60,1683,true,
6162,1,156,86,61,1683,true,
6163,1,156,86,62,1683,true,
6164,1,156,86,63,1683,true,
6165,1,156,86,64,1683,true,
6166,1,156,87,20,1683,false,
6167,1,156,87,21,1683,false,
6168,1,156,87,22,1683,false,
6169,1,156,87,23,1683,false,
6170,1,156,87,24,1683,false,
6171,1,156,87,25,1683,false,
6172,1,156,87,26,1683,false,
6173,1,156,87,27,1683,false,
6174,1,156,87,28,1683,false,
6175,1,156,87,29,1683,false,
6176,1,156,87,30,1683,false,
6177,1,156,87,31,1683,false,
6178,1,156,87,32,1683,false,
6179,1,156,87,33,1683,false,
6180,1,156,87,34,1683,false,
6181,1,156,87,35,1683,false,
6182,1,156,87,36,1683,false,
6183,1,156,87,37,1683,false,
6184,1,156,87,38,1683,false,
6185,1,156,87,39,1683,false,
6186,1,156,87,40,1683,false,
6187,1,156,87,41,1683,false,
6188,1,156,87,42,1683,false,
6189,1,156,87,43,1683,false,
6190,1,156,87,44,1683,false,
6191,1,156,87,45,1683,false,
6192,1,156,87,46,1683,false,
6193,1,156,87,47,1683,false,
6194,1,156,87,48,1683,false,
6195,1,156,87,49,1683,false,
6196,1,156,87,50,1683,false,
6197,1,156,87,51,1683,false,
6198,1,156,87,52,1683,false,
6199,1,156,87,53,1683,false,
6200,1,156,87,54,1683,false,
6201,1,156,87,55,1683,false,
6202,1,156,87,56,1683,false,
6203,1,156,87,57,1683,false,
6204,1,156,87,58,1683,false,
6205,1,156,87,59,1683,true,
6206,1,156,87,60,1683,true,
6207,1,156,87,61,1683,true,
6208,1,156,87,62,1683,true,
6209,1,156,87,63,1683,true,
6210,1,156,87,64,1683,true,
6211,1,156,88,20,1683,false,
6212,1,156,88,21,1683,false,
6213,1,156,88,22,1683,false,
6214,1,156,88,23,1683,false,
6215,1,156,88,24,1683,false,
6216,1,156,88,25,1683,false,
6217,1,156,88,26,1683,false,
6218,1,156,88,27,1683,false,
6219,1,156,88,28,1683,false,
6220,1,156,88,29,1683,false,
6221,1,156,88,30,1683,false,
6222,1,156,88,31,1683,false,
6223,1,156,88,32,1683,false,
6224,1,156,88,33,1683,false,
6225,1,156,88,34,1683,false,
6226,1,156,88,35,1683,false,
6227,1,156,88,36,1683,false,
6228,1,156,88,37,1683,false,
6229,1,156,88,38,1683,false,
6230,1,156,88,39,1683,false,
6231,1,156,88,40,1683,false,
6232,1,156,88,41,1683,false,
6233,1,156,88,42,1683,false,
6234,1,156,88,43,1683,false,
6235,1,156,88,44,1683,false,
6236,1,156,88,45,1683,false,
6237,1,156,88,46,1683,false,
6238,1,156,88,47,1683,false,
6239,1,156,88,48,1683,false,
6240,1,156,88,49,1683,false,
6241,1,156,88,50,1683,false,
6242,1,156,88,51,1683,false,
6243,1,156,88,52,1683,false,
6244,1,156,88,53,1683,false,
6245,1,156,88,54,1683,false,
6246,1,156,88,55,1683,false,
6247,1,156,88,56,1683,false,
6248,1,156,88,57,1683,false,
6249,1,156,88,58,1683,false,
6250,1,156,88,59,1683,true,
6251,1,156,88,60,1683,true,
6252,1,156,88,61,1683,true,
6253,1,156,88,62,1683,true,
6254,1,156,88,63,1683,true,
6255,1,156,88,64,1683,true,
6256,1,156,89,20,1683,false,
6257,1,156,89,21,1683,false,
6258,1,156,89,22,1683,false,
6259,1,156,89,23,1683,false,
6260,1,156,89,24,1683,false,
6261,1,156,89,25,1683,false,
6262,1,156,89,26,1683,false,
6263,1,156,89,27,1683,false,
6264,1,156,89,28,1683,false,
6265,1,156,89,29,1683,false,
6266,1,156,89,30,1683,false,
6267,1,156,89,31,1683,false,
6268,1,156,89,32,1683,false,
6269,1,156,89,33,1683,false,
6270,1,156,89,34,1683,false,
6271,1,156,89,35,1683,false,
6272,1,156,89,36,1683,false,
6273,1,156,89,37,1683,false,
6274,1,156,89,38,1683,false,
6275,1,156,89,39,1683,false,
6276,1,156,89,40,1683,false,
6277,1,156,89,41,1683,false,
6278,1,156,89,42,1683,false,
6279,1,156,89,43,1683,false,
6280,1,156,89,44,1683,false,
6281,1,156,89,45,1683,false,
6282,1,156,89,46,1683,false,
6283,1,156,89,47,1683,false,
6284,1,156,89,48,1683,false,
6285,1,156,89,49,1683,false,
6286,1,156,89,50,1683,false,
6287,1,156,89,51,1683,false,
6288,1,156,89,52,1683,false,
6289,1,156,89,53,1683,false,
6290,1,156,89,54,1683,false,
6291,1,156,89,55,1683,false,
6292,1,156,89,56,1683,false,
6293,1,156,89,57,1683,false,
6294,1,156,89,58,1683,false,
6295,1,156,89,59,1683,true,
6296,1,156,89,60,1683,true,
6297,1,156,89,61,1683,true,
6298,1,156,89,62,1683,true,
6299,1,156,89,63,1683,true,
6300,1,156,89,64,1683,true,
6301,1,157,70,20,1695,false,
6302,1,157,70,21,1695,false,
6303,1,157,70,22,1695,false,
6304,1,157,70,23,1695,false,
6305,1,157,70,24,1695,false,
6306,1,157,70,25,1695,false,
6307,1,157,70,26,1695,false,
6308,1,157,70,27,1695,false,
6309,1,157,70,28,1695,false,
6310,1,157,70,29,1695,false,
6311,1,157,70,30,1695,false,
6312,1,157,70,31,1695,false,
6313,1,157,70,32,1695,false,
6314,1,157,70,33,1695,false,
6315,1,157,70,34,1695,false,
6316,1,157,70,35,1695,false,
6317,1,157,70,36,1695,false,
6318,1,157,70,37,1695,false,
6319,1,157,70,38,1695,false,
6320,1,157,70,39,1695,false,
6321,1,157,70,40,1695,false,
6322,1,157,70,41,1695,false,
6323,1,157,70,42,1695,false,
6324,1,157,70,43,1695,false,
6325,1,157,70,44,1695,false,
6326,1,157,70,45,1695,false,
6327,1,157,70,46,1695,false,
6328,1,157,70,47,1695,false,
6329,1,157,70,48,1695,false,
6330,1,157,70,49,1695,false,
6331,1,157,70,50,1695,false,
6332,1,157,70,51,1695,false,
6333,1,157,70,52,1695,false,
6334,1,157,70,53,1695,false,
6335,1,157,70,54,1695,false,
6336,1,157,70,55,1695,false,
6337,1,157,70,56,1695,false,
6338,1,157,70,57,1695,false,
6339,1,157,70,58,1695,false,
6340,1,157,70,59,1695,false,
6341,1,157,70,60,1695,false,
6342,1,157,70,61,1695,false,
6343,1,157,70,62,1695,false,
6344,1,157,70,63,1695,false,
6345,1,157,70,64,1695,false,
6346,1,157,71,20,1695,false,
6347,1,157,71,21,1695,false,
6348,1,157,71,22,1695,false,
6349,1,157,71,23,1695,false,
6350,1,157,71,24,1695,false,
6351,1,157,71,25,1695,false,
6352,1,157,71,26,1695,false,
6353,1,157,71,27,1695,false,
6354,1,157,71,28,1695,false,
6355,1,157,71,29,1695,false,
6356,1,157,71,30,1695,false,
6357,1,157,71,31,1695,false,
6358,1,157,71,32,1695,false,
6359,1,157,71,33,1695,false,
6360,1,157,71,34,1695,false,
6361,1,157,71,35,1695,false,
6362,1,157,71,36,1695,false,
6363,1,157,71,37,1695,false,
6364,1,157,71,38,1695,false,
6365,1,157,71,39,1695,false,
6366,1,157,71,40,1695,false,
6367,1,157,71,41,1695,false,
6368,1,157,71,42,1695,false,
6369,1,157,71,43,1695,false,
6370,1,157,71,44,1695,false,
6371,1,157,71,45,1695,false,
6372,1,157,71,46,1695,false,
6373,1,157,71,47,1695,false,
6374,1,157,71,48,1695,false,
6375,1,157,71,49,1695,false,
6376,1,157,71,50,1695,false,
6377,1,157,71,51,1695,false,
6378,1,157,71,52,1695,false,
6379,1,157,71,53,1695,false,
6380,1,157,71,54,1695,false,
6381,1,157,71,55,1695,false,
6382,1,157,71,56,1695,false,
6383,1,157,71,57,1695,false,
6384,1,157,71,58,1695,false,
6385,1,157,71,59,1695,false,
6386,1,157,71,60,1695,false,
6387,1,157,71,61,1695,false,
6388,1,157,71,62,1695,false,
6389,1,157,71,63,1695,false,
6390,1,157,71,64,1695,false,
6391,1,157,72,20,1695,false,
6392,1,157,72,21,1695,false,
6393,1,157,72,22,1695,false,
6394,1,157,72,23,1695,false,
6395,1,157,72,24,1695,false,
6396,1,157,72,25,1695,false,
6397,1,157,72,26,1695,false,
6398,1,157,72,27,1695,false,
6399,1,157,72,28,1695,false,
6400,1,157,72,29,1695,false,
6401,1,157,72,30,1695,false,
6402,1,157,72,31,1695,false,
6403,1,157,72,32,1695,false,
6404,1,157,72,33,1695,false,
6405,1,157,72,34,1695,false,
6406,1,157,72,35,1695,false,
6407,1,157,72,36,1695,false,
6408,1,157,72,37,1695,false,
6409,1,157,72,38,1695,false,
6410,1,157,72,39,1695,false,
6411,1,157,72,40,1695,false,
6412,1,157,72,41,1695,false,
6413,1,157,72,42,1695,false,
6414,1,157,72,43,1695,false,
6415,1,157,72,44,1695,false,
6416,1,157,72,45,1695,false,
6417,1,157,72,46,1695,false,
6418,1,157,72,47,1695,false,
6419,1,157,72,48,1695,false,
6420,1,157,72,49,1695,false,
6421,1,157,72,50,1695,false,
6422,1,157,72,51,1695,false,
6423,1,157,72,52,1695,false,
6424,1,157,72,53,1695,false,
6425,1,157,72,54,1695,false,
6426,1,157,72,55,1695,false,
6427,1,157,72,56,1695,false,
6428,1,157,72,57,1695,false,
6429,1,157,72,58,1695,false,
6430,1,157,72,59,1695,false,
6431,1,157,72,60,1695,false,
6432,1,157,72,61,1695,false,
6433,1,157,72,62,1695,false,
6434,1,157,72,63,1695,false,
6435,1,157,72,64,1695,false,
6436,1,157,73,20,1695,false,
6437,1,157,73,21,1695,false,
6438,1,157,73,22,1695,false,
6439,1,157,73,23,1695,false,
6440,1,157,73,24,1695,false,
6441,1,157,73,25,1695,false,
6442,1,157,73,26,1695,false,
6443,1,157,73,27,1695,false,
6444,1,157,73,28,1695,false,
6445,1,157,73,29,1695,false,
6446,1,157,73,30,1695,false,
6447,1,157,73,31,1695,false,
6448,1,157,73,32,1695,false,
6449,1,157,73,33,1695,false,
6450,1,157,73,34,1695,false,
6451,1,157,73,35,1695,false,
6452,1,157,73,36,1695,false,
6453,1,157,73,37,1695,false,
6454,1,157,73,38,1695,false,
6455,1,157,73,39,1695,false,
6456,1,157,73,40,1695,false,
6457,1,157,73,41,1695,false,
6458,1,157,73,42,1695,false,
6459,1,157,73,43,1695,false,
6460,1,157,73,44,1695,false,
6461,1,157,73,45,1695,false,
6462,1,157,73,46,1695,false,
6463,1,157,73,47,1695,false,
6464,1,157,73,48,1695,false,
6465,1,157,73,49,1695,false,
6466,1,157,73,50,1695,false,
6467,1,157,73,51,1695,false,
6468,1,157,73,52,1695,false,
6469,1,157,73,53,1695,false,
6470,1,157,73,54,1695,false,
6471,1,157,73,55,1695,false,
6472,1,157,73,56,1695,false,
6473,1,157,73,57,1695,false,
6474,1,157,73,58,1695,false,
6475,1,157,73,59,1695,false,
6476,1,157,73,60,1695,false,
6477,1,157,73,61,1695,false,
6478,1,157,73,62,1695,false,
6479,1,157,73,63,1695,false,
6480,1,157,73,64,1695,false,
6481,1,157,74,20,1695,false,
6482,1,157,74,21,1695,false,
6483,1,157,74,22,1695,false,
6484,1,157,74,23,1695,false,
6485,1,157,74,24,1695,false,
6486,1,157,74,25,1695,false,
6487,1,157,74,26,1695,false,
6488,1,157,74,27,1695,false,
6489,1,157,74,28,1695,false,
6490,1,157,74,29,1695,false,
6491,1,157,74,30,1695,false,
6492,1,157,74,31,1695,false,
6493,1,157,74,32,1695,false,
6494,1,157,74,33,1695,false,
6495,1,157,74,34,1695,false,
6496,1,157,74,35,1695,false,
6497,1,157,74,36,1695,false,
6498,1,157,74,37,1695,false,
6499,1,157,74,38,1695,false,
6500,1,157,74,39,1695,false,
6501,1,157,74,40,1695,false,
6502,1,157,74,41,1695,false,
6503,1,157,74,42,1695,false,
6504,1,157,74,43,1695,false,
6505,1,157,74,44,1695,false,
6506,1,157,74,45,1695,false,
6507,1,157,74,46,1695,false,
6508,1,157,74,47,1695,false,
6509,1,157,74,48,1695,false,
6510,1,157,74,49,1695,false,
6511,1,157,74,50,1695,false,
6512,1,157,74,51,1695,false,
6513,1,157,74,52,1695,false,
6514,1,157,74,53,1695,false,
6515,1,157,74,54,1695,false,
6516,1,157,74,55,1695,false,
6517,1,157,74,56,1695,false,
6518,1,157,74,57,1695,false,
6519,1,157,74,58,1695,false,
6520,1,157,74,59,1695,false,
6521,1,157,74,60,1695,false,
6522,1,157,74,61,1695,false,
6523,1,157,74,62,1695,false,
6524,1,157,74,63,1695,false,
6525,1,157,74,64,1695,false,
6526,1,157,75,20,1695,false,
6527,1,157,75,21,1695,false,
6528,1,157,75,22,1695,false,
6529,1,157,75,23,1695,false,
6530,1,157,75,24,1695,false,
6531,1,157,75,25,1695,false,
6532,1,157,75,26,1695,false,
6533,1,157,75,27,1695,false,
6534,1,157,75,28,1695,false,
6535,1,157,75,29,1695,false,
6536,1,157,75,30,1695,false,
6537,1,157,75,31,1695,false,
6538,1,157,75,32,1695,false,
6539,1,157,75,33,1695,false,
6540,1,157,75,34,1695,false,
6541,1,157,75,35,1695,false,
6542,1,157,75,36,1695,false,
6543,1,157,75,37,1695,false,
6544,1,157,75,38,1695,false,
6545,1,157,75,39,1695,false,
6546,1,157,75,40,1695,false,
6547,1,157,75,41,1695,false,
6548,1,157,75,42,1695,false,
6549,1,157,75,43,1695,false,
6550,1,157,75,44,1695,false,
6551,1,157,75,45,1695,false,
6552,1,157,75,46,1695,false,
6553,1,157,75,47,1695,false,
6554,1,157,75,48,1695,false,
6555,1,157,75,49,1695,false,
6556,1,157,75,50,1695,false,
6557,1,157,75,51,1695,false,
6558,1,157,75,52,1695,false,
6559,1,157,75,53,1695,false,
6560,1,157,75,54,1695,false,
6561,1,157,75,55,1695,false,
6562,1,157,75,56,1695,false,
6563,1,157,75,57,1695,false,
6564,1,157,75,58,1695,false,
6565,1,157,75,59,1695,false,
6566,1,157,75,60,1695,false,
6567,1,157,75,61,1695,false,
6568,1,157,75,62,1695,false,
6569,1,157,75,63,1695,false,
6570,1,157,75,64,1695,false,
6571,1,157,76,20,1695,false,
6572,1,157,76,21,1695,false,
6573,1,157,76,22,1695,false,
6574,1,157,76,23,1695,false,
6575,1,157,76,24,1695,false,
6576,1,157,76,25,1695,false,
6577,1,157,76,26,1695,false,
6578,1,157,76,27,1695,false,
6579,1,157,76,28,1695,false,
6580,1,157,76,29,1695,false,
6581,1,157,76,30,1695,false,
6582,1,157,76,31,1695,false,
6583,1,157,76,32,1695,false,
6584,1,157,76,33,1695,false,
6585,1,157,76,34,1695,false,
6586,1,157,76,35,1695,false,
6587,1,157,76,36,1695,false,
6588,1,157,76,37,1695,false,
6589,1,157,76,38,1695,false,
6590,1,157,76,39,1695,false,
6591,1,157,76,40,1695,false,
6592,1,157,76,41,1695,false,
6593,1,157,76,42,1695,false,
6594,1,157,76,43,1695,false,
6595,1,157,76,44,1695,false,
6596,1,157,76,45,1695,false,
6597,1,157,76,46,1695,false,
6598,1,157,76,47,1695,false,
6599,1,157,76,48,1695,false,
6600,1,157,76,49,1695,false,
6601,1,157,76,50,1695,false,
6602,1,157,76,51,1695,false,
6603,1,157,76,52,1695,false,
6604,1,157,76,53,1695,false,
6605,1,157,76,54,1695,false,
6606,1,157,76,55,1695,false,
6607,1,157,76,56,1695,false,
6608,1,157,76,57,1695,false,
6609,1,157,76,58,1695,false,
6610,1,157,76,59,1695,false,
6611,1,157,76,60,1695,false,
6612,1,157,76,61,1695,false,
6613,1,157,76,62,1695,false,
6614,1,157,76,63,1695,false,
6615,1,157,76,64,1695,false,
6616,1,157,77,20,1695,false,
6617,1,157,77,21,1695,false,
6618,1,157,77,22,1695,false,
6619,1,157,77,23,1695,false,
6620,1,157,77,24,1695,false,
6621,1,157,77,25,1695,false,
6622,1,157,77,26,1695,false,
6623,1,157,77,27,1695,false,
6624,1,157,77,28,1695,false,
6625,1,157,77,29,1695,false,
6626,1,157,77,30,1695,false,
6627,1,157,77,31,1695,false,
6628,1,157,77,32,1695,false,
6629,1,157,77,33,1695,false,
6630,1,157,77,34,1695,false,
6631,1,157,77,35,1695,false,
6632,1,157,77,36,1695,false,
6633,1,157,77,37,1695,false,
6634,1,157,77,38,1695,false,
6635,1,157,77,39,1695,false,
6636,1,157,77,40,1695,false,
6637,1,157,77,41,1695,false,
6638,1,157,77,42,1695,false,
6639,1,157,77,43,1695,false,
6640,1,157,77,44,1695,false,
6641,1,157,77,45,1695,false,
6642,1,157,77,46,1695,false,
6643,1,157,77,47,1695,false,
6644,1,157,77,48,1695,false,
6645,1,157,77,49,1695,false,
6646,1,157,77,50,1695,false,
6647,1,157,77,51,1695,false,
6648,1,157,77,52,1695,false,
6649,1,157,77,53,1695,false,
6650,1,157,77,54,1695,false,
6651,1,157,77,55,1695,false,
6652,1,157,77,56,1695,false,
6653,1,157,77,57,1695,false,
6654,1,157,77,58,1695,false,
6655,1,157,77,59,1695,false,
6656,1,157,77,60,1695,false,
6657,1,157,77,61,1695,false,
6658,1,157,77,62,1695,false,
6659,1,157,77,63,1695,false,
6660,1,157,77,64,1695,false,
6661,1,157,78,20,1695,false,
6662,1,157,78,21,1695,false,
6663,1,157,78,22,1695,false,
6664,1,157,78,23,1695,false,
6665,1,157,78,24,1695,false,
6666,1,157,78,25,1695,false,
6667,1,157,78,26,1695,false,
6668,1,157,78,27,1695,false,
6669,1,157,78,28,1695,false,
6670,1,157,78,29,1695,false,
6671,1,157,78,30,1695,false,
6672,1,157,78,31,1695,false,
6673,1,157,78,32,1695,false,
6674,1,157,78,33,1695,false,
6675,1,157,78,34,1695,false,
6676,1,157,78,35,1695,false,
6677,1,157,78,36,1695,false,
6678,1,157,78,37,1695,false,
6679,1,157,78,38,1695,false,
6680,1,157,78,39,1695,false,
6681,1,157,78,40,1695,false,
6682,1,157,78,41,1695,false,
6683,1,157,78,42,1695,false,
6684,1,157,78,43,1695,false,
6685,1,157,78,44,1695,false,
6686,1,157,78,45,1695,false,
6687,1,157,78,46,1695,false,
6688,1,157,78,47,1695,false,
6689,1,157,78,48,1695,false,
6690,1,157,78,49,1695,false,
6691,1,157,78,50,1695,false,
6692,1,157,78,51,1695,false,
6693,1,157,78,52,1695,false,
6694,1,157,78,53,1695,false,
6695,1,157,78,54,1695,false,
6696,1,157,78,55,1695,false,
6697,1,157,78,56,1695,false,
6698,1,157,78,57,1695,false,
6699,1,157,78,58,1695,false,
6700,1,157,78,59,1695,true,
6701,1,157,78,60,1695,true,
6702,1,157,78,61,1695,true,
6703,1,157,78,62,1695,true,
6704,1,157,78,63,1695,true,
6705,1,157,78,64,1695,true,
6706,1,157,79,20,1695,false,
6707,1,157,79,21,1695,false,
6708,1,157,79,22,1695,false,
6709,1,157,79,23,1695,false,
6710,1,157,79,24,1695,false,
6711,1,157,79,25,1695,false,
6712,1,157,79,26,1695,false,
6713,1,157,79,27,1695,false,
6714,1,157,79,28,1695,false,
6715,1,157,79,29,1695,false,
6716,1,157,79,30,1695,false,
6717,1,157,79,31,1695,false,
6718,1,157,79,32,1695,false,
6719,1,157,79,33,1695,false,
6720,1,157,79,34,1695,false,
6721,1,157,79,35,1695,false,
6722,1,157,79,36,1695,false,
